txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status,original_txn_id,txn_id_normalized,original_user_id,user_id_normalized,original_merchant_id,merchant_id_normalized,txn_id_duplicate_count,txn_id_is_duplicate,amount_numeric,amount_missing,amount_parse_failed,amount_is_negative,amount_is_zero,timestamp_clean,timestamp_missing,timestamp_parse_failed,timestamp_was_epoch,utr_clean,utr_missing,utr_invalid,mcc_clean,mcc_missing,status_raw,status_clean,source_dataset,source_row_number,user_fk_missing,merchant_fk_missing,kyc_status_clean,pan_clean,aadhaar_clean,monthly_income_numeric,city_clean,state_clean,occupation_clean,kyc_duplicate_entity_flag,merchant_mcc_clean,merchant_category_clean,merchant_status_clean,business_type_clean,merchant_duplicate_entity_flag,chargeback_count,total_disputed_amount,max_severity,first_chargeback_timestamp,latest_chargeback_timestamp,transaction_has_kyc,transaction_has_merchant,transaction_has_chargeback,utr_missing_flag,amount_negative_flag,timestamp_invalid_flag,duplicate_txn_id_flag,referential_integrity_issue_flag,chargeback_report_delay_hours,dispute_after_7_days_flag,has_chargeback
TXN00003797,2026-03-14 12:21:17,USR81003,MCH5292,"INR 13,312",UTR2464640119,,Success,TXN00003797,TXN00003797,USR81003,USR81003,MCH5292,MCH5292,1,False,13312.0,False,False,False,False,2026-03-14 12:21:17,False,False,False,UTR2464640119,False,False,,True,Success,SUCCESS,track1_upi_transactions,10,True,False,,,,,,,,,5999,OTHER,INACTIVE,SOLE_PROPRIETOR,True,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00000092,2026-01-27 23:43:31,USR70687,MCH4523,"17,833.99",UTR5315091377,05411,SUCCESS,TXN00000092,TXN00000092,USR70687,USR70687,MCH4523,MCH4523,1,False,17833.99,False,False,False,False,2026-01-27 23:43:31,False,False,False,UTR5315091377,False,False,5411,False,SUCCESS,SUCCESS,track1_upi_transactions,11,False,True,VERIFIED,MNCVO7624R,009995858080,14400.0,Mumbai,Maharashtra,Self Employed,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00004622,11/03/2026 01:40:12,USR37834,MCH5213,Rs. 19118.63,UTR1692756805,5812,SUCCESS,TXN00004622,TXN00004622,USR37834,USR37834,MCH5213,MCH5213,1,False,19118.63,False,False,False,False,2026-11-03 01:40:12,False,False,False,UTR1692756805,False,False,5812,False,SUCCESS,SUCCESS,track1_upi_transactions,12,True,False,,,,,,,,,7011,HOTEL_LODGING,ACTIVE,PRIVATE-LIMITED,False,1.0,1330.95,M,2026-01-24 17:29:00,2026-01-24 17:29:00,False,True,True,False,False,False,False,True,,False,True
TXN00001542,2026-02-21 01:33:17,USR78386,MCH4890,2680.85,UTR3430344329,5912,Success,TXN00001542,TXN00001542,USR78386,USR78386,MCH4890,MCH4890,1,False,2680.85,False,False,False,False,2026-02-21 01:33:17,False,False,False,UTR3430344329,False,False,5912,False,Success,SUCCESS,track1_upi_transactions,13,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00002592,2026-02-21 05:47:48,USR21114,MCH9819,Rs. 20100.92,UTR3572682179,,Initiated,TXN00002592,TXN00002592,USR21114,USR21114,MCH9819,MCH9819,1,False,20100.92,False,False,False,False,2026-02-21 05:47:48,False,False,False,UTR3572682179,False,False,,True,Initiated,PENDING,track1_upi_transactions,14,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00017665,21/01/2026 15:06:13,USR96222,MCH6009,16257.95,UTR4021669116,5411,Pending,TXN00017665,TXN00017665,USR96222,USR96222,MCH6009,MCH6009,1,False,16257.95,False,False,False,False,2026-01-21 15:06:13,False,False,False,UTR4021669116,False,False,5411,False,Pending,PENDING,track1_upi_transactions,15,True,False,,,,,,,,,UNKNOWN,STATIONERY,ACTIVE,PRIVATE LIMITED,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00002012,2026-03-06 13:48:49,USR13976,MCH8222,1575.7,UTR0496925866,5411,TXN_SUCCESS,TXN00002012,TXN00002012,USR13976,USR13976,MCH8222,MCH8222,1,False,1575.7,False,False,False,False,2026-03-06 13:48:49,False,False,False,UTR0496925866,False,False,5411,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,16,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00015655,01-09-2026 05:05:51 AM,USR55935,MCH8480,18230.29,UTR6094940155,,TXN_SUCCESS,TXN00015655,TXN00015655,USR55935,USR55935,MCH8480,MCH8480,1,False,18230.29,False,False,False,False,2026-01-09 05:05:51,False,False,False,UTR6094940155,False,False,,True,TXN_SUCCESS,SUCCESS,track1_upi_transactions,17,True,False,,,,,,,,,4131,TRANSPORTATION,LIVE,INDIVIDUAL,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00011091,03/03/2026 19:17:39,USR13890,MCH8216,-23820.57,UTR6527062794,4131,COMPLETED,TXN00011091,TXN00011091,USR13890,USR13890,MCH8216,MCH8216,1,False,-23820.57,False,False,True,False,2026-03-03 19:17:39,False,False,False,UTR6527062794,False,False,4131,False,COMPLETED,SUCCESS,track1_upi_transactions,18,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,True,,False,False
TXN00008584,17/01/2026 18:53:31,USR15778,MCH3250,"INR 5,546",UTR0928079796,5912,Success,TXN00008584,TXN00008584,USR15778,USR15778,MCH3250,MCH3250,1,False,5546.0,False,False,False,False,2026-01-17 18:53:31,False,False,False,UTR0928079796,False,False,5912,False,Success,SUCCESS,track1_upi_transactions,19,True,False,,,,,,,,,5311,DEPARTMENT STORES,INACTIVE,SOLE PROPRIETOR,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00004474,2026-01-17 19:39:58,USR15834,MCH3895,8892.43,UTR4987418462,5812,TXN_SUCCESS,TXN00004474,TXN00004474,USR15834,USR15834,MCH3895,MCH3895,1,False,8892.43,False,False,False,False,2026-01-17 19:39:58,False,False,False,UTR4987418462,False,False,5812,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,20,True,False,,,,,,,,,,HOTELS,CLOSED,PRIVATE_LIMITED,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00013857,2026-01-24 07:35:23,USR33189,MCH4645,1816.08,UTR8739611115,5912,TXN_SUCCESS,TXN00013857,TXN00013857,USR33189,USR33189,MCH4645,MCH4645,1,False,1816.08,False,False,False,False,2026-01-24 07:35:23,False,False,False,UTR8739611115,False,False,5912,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,21,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00012705,2026-01-23 18:56:04,USR48168,MCH4207,"₹3,530.72",UTR 0498515755,05411,Success,TXN00012705,TXN00012705,USR48168,USR48168,MCH4207,MCH4207,1,False,3530.72,False,False,False,False,2026-01-23 18:56:04,False,False,False,UTR0498515755,False,False,5411,False,Success,SUCCESS,track1_upi_transactions,22,False,True,PENDING,LCWSY9703S,318593541694,30690.0,Amritsar,Punjab,Retired,True,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00008884,01/02/2026 23:17:20,USR99474,MCH1206,7998.11,UTR6778164754,05411,Success,TXN00008884,TXN00008884,USR99474,USR99474,MCH1206,MCH1206,1,False,7998.11,False,False,False,False,2026-01-02 23:17:20,False,False,False,UTR6778164754,False,False,5411,False,Success,SUCCESS,track1_upi_transactions,23,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00007528,2026-01-30 18:33:12,USR86253,MCH1683,13694.93,UTR 6390761420,5411,S,TXN00007528,TXN00007528,USR86253,USR86253,MCH1683,MCH1683,1,False,13694.93,False,False,False,False,2026-01-30 18:33:12,False,False,False,UTR6390761420,False,False,5411,False,S,SUCCESS,track1_upi_transactions,24,False,False,KYC_DONE,AZCPU9435E,533585984187,51941.0,Bengaluru,Karnataka,Farmer,False,5812,FOOD_SERVICES,LIVE,PARTNERSHIP,False,,,,,,True,True,False,False,False,False,False,False,,False,False
TXN00011321,2026-02-25 08:44:40,USR85411,MCH6621,15076.69,UTR9700714037,7011,COMPLETED,TXN00011321,TXN00011321,USR85411,USR85411,MCH6621,MCH6621,1,False,15076.69,False,False,False,False,2026-02-25 08:44:40,False,False,False,UTR9700714037,False,False,7011,False,COMPLETED,SUCCESS,track1_upi_transactions,25,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00003742,03-20-2026 05:35:40 AM,USR92327,MCH8759,20437.02,UTR3393354693,5812,SUCCESS,TXN00003742,TXN00003742,USR92327,USR92327,MCH8759,MCH8759,1,False,20437.02,False,False,False,False,2026-03-20 05:35:40,False,False,False,UTR3393354693,False,False,5812,False,SUCCESS,SUCCESS,track1_upi_transactions,26,False,True,VERIFIED,SFNAJ1978T,867856536072,,Hyd,Telangana,Gig Worker,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00008492,2026-02-02 18:27:43,USR54536,MCH8074,3384.6,UTR3320495895,,TXN_SUCCESS,TXN00008492,TXN00008492,USR54536,USR54536,MCH8074,MCH8074,1,False,3384.6,False,False,False,False,2026-02-02 18:27:43,False,False,False,UTR3320495895,False,False,,True,TXN_SUCCESS,SUCCESS,track1_upi_transactions,27,True,False,,,,,,,,,4814,TELECOM,ACTIVE,INDIVIDUAL,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00016765,03-26-2026 12:18:46 PM,USR93890,MCH5711,"INR 20,091",UTR9203187638,,TXN_FAILED,TXN00016765,TXN00016765,USR93890,USR93890,MCH5711,MCH5711,1,False,20091.0,False,False,False,False,2026-03-26 12:18:46,False,False,False,UTR9203187638,False,False,,True,TXN_FAILED,FAILED,track1_upi_transactions,28,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00017694,2026-01-13 15:03:46,USR40732,MCH9490,"INR 9,002",UTR 2443914333,05411,Fail,TXN00017694,TXN00017694,USR40732,USR40732,MCH9490,MCH9490,1,False,9002.0,False,False,False,False,2026-01-13 15:03:46,False,False,False,UTR2443914333,False,False,5411,False,Fail,FAILED,track1_upi_transactions,29,False,True,VERIFIED,QASAC3178C,,84371.0,Amritsar,Punjab,Gig Worker,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00006528,1774692391,USR29622,MCH4964,20882.75,UTR4641185560,,TXN_FAILED,TXN00006528,TXN00006528,USR29622,USR29622,MCH4964,MCH4964,1,False,20882.75,False,False,False,False,2026-03-28 10:06:31,False,False,True,UTR4641185560,False,False,,True,TXN_FAILED,FAILED,track1_upi_transactions,30,False,False,VERIFIED,LVEAU8072L,1666-6515-8418,28465.0,Calcutta,West Bengal,Freelancer,False,5311,DEPT_STORE,SUSPENDED,PRIVATE_LIMITED,True,,,,,,True,True,False,False,False,False,False,False,,False,False
TXN00013401,04/03/2026 18:19:19,USR31880,MCH1798,24701.82,UTR 8784371040,5912,SUCCESS,TXN00013401,TXN00013401,USR31880,USR31880,MCH1798,MCH1798,1,False,24701.82,False,False,False,False,2026-04-03 18:19:19,False,False,False,UTR8784371040,False,False,5912,False,SUCCESS,SUCCESS,track1_upi_transactions,31,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00004494,24/02/2026 12:34:51,USR95466,MCH5376,19908.13,UTR0075153514,7011,Success,TXN00004494,TXN00004494,USR95466,USR95466,MCH5376,MCH5376,1,False,19908.13,False,False,False,False,2026-02-24 12:34:51,False,False,False,UTR0075153514,False,False,7011,False,Success,SUCCESS,track1_upi_transactions,32,True,False,,,,,,,,,4814,PHONE SERVICE,ACTIVE,SOLE PROPRIETOR,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00011094,03-05-2026 11:29:40 AM,USR75900,MCH1058,8314.42,UTR9917244266,,SUCCESS,TXN00011094,TXN00011094,USR75900,USR75900,MCH1058,MCH1058,1,False,8314.42,False,False,False,False,2026-03-05 11:29:40,False,False,False,UTR9917244266,False,False,,True,SUCCESS,SUCCESS,track1_upi_transactions,33,False,False,REJECT,OQJQH-3235-A,XXXX-XXXX-5296,25435.0,Delhi,Delhi,Self Employed,False,5311,DEPT_STORE,ACTIVE,PARTNERSHIP,False,,,,,,True,True,False,False,False,False,False,False,,False,False
TXN00017273,01-14-2026 06:30:01 PM,USR76790,MCH6075,"INR 13,085",UTR0709799346,4131,FAILED,TXN00017273,TXN00017273,USR76790,USR76790,MCH6075,MCH6075,1,False,13085.0,False,False,False,False,2026-01-14 18:30:01,False,False,False,UTR0709799346,False,False,4131,False,FAILED,FAILED,track1_upi_transactions,34,False,False,VERIFIED,YDFXS0400W,130932592904,,Ludhiana,Punjab,Farmer,False,4814,MOBILE RECHARGE,LIVE,PRIVATE-LIMITED,False,,,,,,True,True,False,False,False,False,False,False,,False,False
TXN00009281,1771632901,USR68024,MCH5104,10455.06,UTR1967979496,5812,Success,TXN00009281,TXN00009281,USR68024,USR68024,MCH5104,MCH5104,1,False,10455.06,False,False,False,False,2026-02-21 00:15:01,False,False,True,UTR1967979496,False,False,5812,False,Success,SUCCESS,track1_upi_transactions,35,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00006056,18/01/2026 14:04:37,USR74396,MCH3197,12329.64,UTR9066186368,4131,S,TXN00006056,TXN00006056,USR74396,USR74396,MCH3197,MCH3197,1,False,12329.64,False,False,False,False,2026-01-18 14:04:37,False,False,False,UTR9066186368,False,False,4131,False,S,SUCCESS,track1_upi_transactions,36,False,True,VERIFIED,NYYAB7928,834975787347,-32815.0,Mumbai,Maharashtra,Student,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00010147,01-16-2026 05:24:29 PM,USR91777,MCH4915,"19,600.29",UTR0387036525,4131,COMPLETED,TXN00010147,TXN00010147,USR91777,USR91777,MCH4915,MCH4915,1,False,19600.29,False,False,False,False,2026-01-16 17:24:29,False,False,False,UTR0387036525,False,False,4131,False,COMPLETED,SUCCESS,track1_upi_transactions,37,False,True,KYC_DONE,HCSFI3839A,416131851327,19063.0,Amritsar,Punjab,Gig Worker,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00008021,2026-02-13 00:38:19,USR87162,MCH8216,"INR 12,452",UTR6064791461,5912,COMPLETED,TXN00008021,TXN00008021,USR87162,USR87162,MCH8216,MCH8216,1,False,12452.0,False,False,False,False,2026-02-13 00:38:19,False,False,False,UTR6064791461,False,False,5912,False,COMPLETED,SUCCESS,track1_upi_transactions,38,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00015299,2026-03-12 03:39:52,USR81720,MCH9260,Rs. 15641.17,UTR8680623402,5812,Success,TXN00015299,TXN00015299,USR81720,USR81720,MCH9260,MCH9260,1,False,15641.17,False,False,False,False,2026-03-12 03:39:52,False,False,False,UTR8680623402,False,False,5812,False,Success,SUCCESS,track1_upi_transactions,39,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00012856,03-16-2026 11:45:31 PM,USR76098,MCH6109,"INR 5,205",UTR9338335376,5912,Fail,TXN00012856,TXN00012856,USR76098,USR76098,MCH6109,MCH6109,1,False,5205.0,False,False,False,False,2026-03-16 23:45:31,False,False,False,UTR9338335376,False,False,5912,False,Fail,FAILED,track1_upi_transactions,40,True,False,,,,,,,,,4814,TELECOM,ACTIVE,INDIVIDUAL,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00002230,27/02/2026 04:10:10,USR41686,MCH3071,"7,504.98",UTR9557966907,5812,TXN_SUCCESS,TXN00002230,TXN00002230,USR41686,USR41686,MCH3071,MCH3071,1,False,7504.98,False,False,False,False,2026-02-27 04:10:10,False,False,False,UTR9557966907,False,False,5812,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,41,False,False,PENDING,ONDCS3691W,991773094664,21627.0,Blr,Karnataka,Freelancer,True,5812,RESTAURANTS,LIVE,SOLE_PROPRIETOR,False,,,,,,True,True,False,False,False,False,False,False,,False,False
TXN00008304,20/03/2026 05:00:36,USR95674,MCH5401,"₹5,379.22",UTR8910180483,,S,TXN00008304,TXN00008304,USR95674,USR95674,MCH5401,MCH5401,1,False,5379.22,False,False,False,False,2026-03-20 05:00:36,False,False,False,UTR8910180483,False,False,,True,S,SUCCESS,track1_upi_transactions,42,False,False,UNDER REVIEW,YHEPA4249T,XXXX-XXXX-1745,16805.0,Bangalore,Karnataka,Salaried,False,5311.0,DEPARTMENT STORE,ACTIVE,PARTNERSHIP,True,1.0,6321.44,MEDIUM,2026-03-19 00:00:00,2026-03-19 00:00:00,True,True,True,False,False,False,False,False,,False,True
TXN00002751,08/01/2026 18:34:26,USR62352,MCH6961,9710.26,UTR2411349944,4131,SUCCESS,TXN00002751,TXN00002751,USR62352,USR62352,MCH6961,MCH6961,1,False,9710.26,False,False,False,False,2026-08-01 18:34:26,False,False,False,UTR2411349944,False,False,4131,False,SUCCESS,SUCCESS,track1_upi_transactions,43,False,True,PENDING,ODRPA 6743 G,516017036480,23123.0,Jaipur,Rajasthan,Salaried,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00016154,12/01/2026 06:43:49,USR24396,MCH4549,7444.86,UTR 9010745901,7011,S,TXN00016154,TXN00016154,USR24396,USR24396,MCH4549,MCH4549,1,False,7444.86,False,False,False,False,2026-12-01 06:43:49,False,False,False,UTR9010745901,False,False,7011,False,S,SUCCESS,track1_upi_transactions,44,False,True,VERIFIED,DCPPA5160Y,4873318399,43037.0,Jalandhar,Punjab,Farmer,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00002002,2026-02-02 21:46:04,USR30273,MCH3715,Rs. 6182.0,UTR 4088897098,5411,S,TXN00002002,TXN00002002,USR30273,USR30273,MCH3715,MCH3715,1,False,6182.0,False,False,False,False,2026-02-02 21:46:04,False,False,False,UTR4088897098,False,False,5411,False,S,SUCCESS,track1_upi_transactions,45,True,False,,,,,,,,,5942,BOOKS,SUSPENDED,INDIVIDUAL,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00017871,1774233099,USR84134,MCH7932,1129.96,UTR 2897803833,05411,Fail,TXN00017871,TXN00017871,USR84134,USR84134,MCH7932,MCH7932,1,False,1129.96,False,False,False,False,2026-03-23 02:31:39,False,False,True,UTR2897803833,False,False,5411,False,Fail,FAILED,track1_upi_transactions,46,True,False,,,,,,,,,4814.0,TELECOM,ACTIVE,PRIVATE LIMITED,True,2.0,5375.87,HIGH,2026-02-01 00:00:00,2026-03-01 00:00:00,False,True,True,False,False,False,False,True,,False,True
TXN00009906,19/02/2026 18:35:29,USR91737,MCH9669,Rs. 9793.08,UTR7243374821,7011,Success,TXN00009906,TXN00009906,USR91737,USR91737,MCH9669,MCH9669,1,False,9793.08,False,False,False,False,2026-02-19 18:35:29,False,False,False,UTR7243374821,False,False,7011,False,Success,SUCCESS,track1_upi_transactions,47,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00012105,2026-02-11 21:01:18,USR62385,MCH7681,7551.46,UTR8310520572,4131,SUCCESS,TXN00012105,TXN00012105,USR62385,USR62385,MCH7681,MCH7681,1,False,7551.46,False,False,False,False,2026-02-11 21:01:18,False,False,False,UTR8310520572,False,False,4131,False,SUCCESS,SUCCESS,track1_upi_transactions,48,True,False,,,,,,,,,5311,RETAIL,ACTIVE,INDIVIDUAL,True,1.0,1866.96,L,2026-03-10 00:00:00,2026-03-10 00:00:00,False,True,True,False,False,False,False,True,626.9783333333334,True,True
TXN00003363,2026-03-30 03:38:47,USR87291,MCH4490,17312.05,UTR6688677473,5912,Success,TXN00003363,TXN00003363,USR87291,USR87291,MCH4490,MCH4490,1,False,17312.05,False,False,False,False,2026-03-30 03:38:47,False,False,False,UTR6688677473,False,False,5912,False,Success,SUCCESS,track1_upi_transactions,49,True,False,,,,,,,,,5411,GROCERIES,LIVE,PARTNERSHIP,True,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00004301,2026-03-15 01:52:40,USR98963,MCH8511,Rs. 2024.58,UTR0403071756,4131,Pending,TXN00004301,TXN00004301,USR98963,USR98963,MCH8511,MCH8511,1,False,2024.58,False,False,False,False,2026-03-15 01:52:40,False,False,False,UTR0403071756,False,False,4131,False,Pending,PENDING,track1_upi_transactions,50,False,False,VERIFIED,VTPNL8121Q,393991097422,-31871.0,Jaipur,Rajasthan,Business Owner,False,4131,TRAVEL,LIVE,SOLE_PROPRIETOR,True,,,,,,True,True,False,False,False,False,False,False,,False,False
TXN00012813,2026-01-09 06:36:33,USR20191,MCH8936,"INR 7,452",UTR9559448527,,COMPLETED,TXN00012813,TXN00012813,USR20191,USR20191,MCH8936,MCH8936,1,False,7452.0,False,False,False,False,2026-01-09 06:36:33,False,False,False,UTR9559448527,False,False,,True,COMPLETED,SUCCESS,track1_upi_transactions,51,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00009678,2026-03-06 07:59:54,USR64256,MCH3235,"₹1,728.09",,7011,TXN_SUCCESS,TXN00009678,TXN00009678,USR64256,USR64256,MCH3235,MCH3235,1,False,1728.09,False,False,False,False,2026-03-06 07:59:54,False,False,False,,True,False,7011,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,52,True,True,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,,False,False
